id	phylum	order	family	relative_average	group
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	Proteobacteria	Burkholderiales	Alcaligenaceae	0.000920348	F6_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Bacteroidetes	Bacteroidales	Rikenellaceae	0.000503922	F6_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae	Bacteroidetes	Bacteroidales	Barnesiellaceae	1.34609E-05	F6_IC
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	Verrucomicrobia	Verrucomicrobiales	Verrucomicrobiaceae	9.8541E-05	F6_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Tissierellaceae	Firmicutes	Clostridiales	Tissierellaceae	0.000370693	F6_IC
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	Proteobacteria	Oceanospirillales	Halomonadaceae	1.5877E-05	F6_IC
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae	Actinobacteria	Actinomycetales	Corynebacteriaceae	0.003128978	F6_IC
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae	Tenericutes	Anaeroplasmatales	Anaeroplasmataceae	3.417E-05	F6_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	Firmicutes	Clostridiales	Mogibacteriaceae	0.000404518	F6_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae	Firmicutes	Clostridiales	Dehalobacteriaceae	4.52149E-05	F6_IC
Others	Others	Others	Others	0.183778914	F6_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Bacteroidetes	Bacteroidales	Paraprevotellaceae	0.116554653	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Bacteroidetes	Bacteroidales	Prevotellaceae	0.069804591	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	Firmicutes	Clostridiales	Ruminococcaceae	0.069803141	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	Firmicutes	Clostridiales	Lachnospiraceae	0.053731447	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Bacteroidetes	Bacteroidales	Bacteroidaceae	0.082666765	F7_CC
Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	Spirochaetes	Sphaerochaetales	Sphaerochaetaceae	0.038255948	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Bacteroidetes	Bacteroidales	RF16	0.023374064	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae	Firmicutes	Clostridiales	Veillonellaceae	0.032002115	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Bacteroidetes	Bacteroidales	Porphyromonadaceae	0.035965621	F7_CC
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae	Spirochaetes	Spirochaetales	Spirochaetaceae	0.020699733	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	Firmicutes	Clostridiales	Clostridiaceae	0.01475536	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Bacteroidetes	Bacteroidales	S24-7	0.022541423	F7_CC
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	Firmicutes	Erysipelotrichales	Erysipelotrichaceae	0.014349355	F7_CC
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Proteobacteria	Enterobacteriales	Enterobacteriaceae	0.013689738	F7_CC
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	Firmicutes	Lactobacillales	Lactobacillaceae	0.004384903	F7_CC
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	Fusobacteria	Fusobacteriales	Fusobacteriaceae	0.042191489	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Bacteroidetes	Bacteroidales	Odoribacteraceae	0.000287056	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae	Firmicutes	Clostridiales	Christensenellaceae	0.001580261	F7_CC
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	Firmicutes	Lactobacillales	Streptococcaceae	0.001742647	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Bacteroidetes	Bacteroidales	BS11	0.00260986	F7_CC
Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	Verrucomicrobia	WCHB1-41	RFP12	0.010315173	F7_CC
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	Proteobacteria	Pasteurellales	Pasteurellaceae	0.002889341	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	Firmicutes	Clostridiales	Peptostreptococcaceae	0.001983204	F7_CC
Bacteria;Firmicutes;Bacilli;Turicibacterales;Turicibacteraceae	Firmicutes	Turicibacterales	Turicibacteraceae	0.001597668	F7_CC
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae	Actinobacteria	Actinomycetales	Microbacteriaceae	3.14295E-06	F7_CC
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	Firmicutes	Bacillales	Bacillaceae	5.64119E-07	F7_CC
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae	Firmicutes	Lactobacillales	Leuconostocaceae	1.04765E-06	F7_CC
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	Proteobacteria	Desulfovibrionales	Desulfovibrionaceae	0.005051371	F7_CC
Bacteria;Thermi;Deinococci;Thermales;Thermaceae	Thermi	Thermales	Thermaceae	3.39278E-05	F7_CC
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Proteobacteria	Campylobacterales	Campylobacteraceae	0.009380507	F7_CC
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Proteobacteria	Campylobacterales	Helicobacteraceae	0.004189396	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Bacteroidetes	Bacteroidales	p-2534-18B5	0.00189238	F7_CC
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Proteobacteria	Pseudomonadales	Pseudomonadaceae	1.43448E-05	F7_CC
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	Proteobacteria	Burkholderiales	Alcaligenaceae	0.006572399	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Bacteroidetes	Bacteroidales	Rikenellaceae	0.000521811	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae	Bacteroidetes	Bacteroidales	Barnesiellaceae	1.45059E-06	F7_CC
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	Verrucomicrobia	Verrucomicrobiales	Verrucomicrobiaceae	0.001974097	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Tissierellaceae	Firmicutes	Clostridiales	Tissierellaceae	1.81324E-05	F7_CC
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	Proteobacteria	Oceanospirillales	Halomonadaceae	8.05885E-08	F7_CC
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae	Actinobacteria	Actinomycetales	Corynebacteriaceae	7.6962E-05	F7_CC
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae	Tenericutes	Anaeroplasmatales	Anaeroplasmataceae	0.001205766	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	Firmicutes	Clostridiales	Mogibacteriaceae	0.007711276	F7_CC
Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae	Firmicutes	Clostridiales	Dehalobacteriaceae	8.06691E-05	F7_CC
Others	Others	Others	Others	0.283495119	F7_CC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Bacteroidetes	Bacteroidales	Paraprevotellaceae	0.078553379	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Bacteroidetes	Bacteroidales	Prevotellaceae	0.046688967	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	Firmicutes	Clostridiales	Ruminococcaceae	0.065399888	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	Firmicutes	Clostridiales	Lachnospiraceae	0.056740561	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Bacteroidetes	Bacteroidales	Bacteroidaceae	0.085996466	F7_CM
Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	Spirochaetes	Sphaerochaetales	Sphaerochaetaceae	0.065596275	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Bacteroidetes	Bacteroidales	RF16	0.042807664	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae	Firmicutes	Clostridiales	Veillonellaceae	0.013354941	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Bacteroidetes	Bacteroidales	Porphyromonadaceae	0.024283111	F7_CM
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae	Spirochaetes	Spirochaetales	Spirochaetaceae	0.0267687	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	Firmicutes	Clostridiales	Clostridiaceae	0.03017331	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Bacteroidetes	Bacteroidales	S24-7	0.011496	F7_CM
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	Firmicutes	Erysipelotrichales	Erysipelotrichaceae	0.015433968	F7_CM
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Proteobacteria	Enterobacteriales	Enterobacteriaceae	0.017282782	F7_CM
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	Firmicutes	Lactobacillales	Lactobacillaceae	0.010252074	F7_CM
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	Fusobacteria	Fusobacteriales	Fusobacteriaceae	0.051803531	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Bacteroidetes	Bacteroidales	Odoribacteraceae	0.000313594	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae	Firmicutes	Clostridiales	Christensenellaceae	0.001065637	F7_CM
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	Firmicutes	Lactobacillales	Streptococcaceae	0.003455242	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Bacteroidetes	Bacteroidales	BS11	0.005222076	F7_CM
Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	Verrucomicrobia	WCHB1-41	RFP12	0.008764792	F7_CM
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	Proteobacteria	Pasteurellales	Pasteurellaceae	0.003446408	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	Firmicutes	Clostridiales	Peptostreptococcaceae	0.002848738	F7_CM
Bacteria;Firmicutes;Bacilli;Turicibacterales;Turicibacteraceae	Firmicutes	Turicibacterales	Turicibacteraceae	0.004884459	F7_CM
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae	Actinobacteria	Actinomycetales	Microbacteriaceae	0.000199295	F7_CM
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	Firmicutes	Bacillales	Bacillaceae	0.000191	F7_CM
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae	Firmicutes	Lactobacillales	Leuconostocaceae	3.87817E-06	F7_CM
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	Proteobacteria	Desulfovibrionales	Desulfovibrionaceae	0.004649614	F7_CM
Bacteria;Thermi;Deinococci;Thermales;Thermaceae	Thermi	Thermales	Thermaceae	3.04868E-05	F7_CM
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Proteobacteria	Campylobacterales	Campylobacteraceae	0.028493951	F7_CM
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Proteobacteria	Campylobacterales	Helicobacteraceae	0.014888114	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Bacteroidetes	Bacteroidales	p-2534-18B5	0.001836318	F7_CM
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Proteobacteria	Pseudomonadales	Pseudomonadaceae	0.000636883	F7_CM
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	Proteobacteria	Burkholderiales	Alcaligenaceae	0.010542183	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Bacteroidetes	Bacteroidales	Rikenellaceae	0.000608551	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae	Bacteroidetes	Bacteroidales	Barnesiellaceae	8.51045E-06	F7_CM
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	Verrucomicrobia	Verrucomicrobiales	Verrucomicrobiaceae	0.000592069	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Tissierellaceae	Firmicutes	Clostridiales	Tissierellaceae	4.14749E-05	F7_CM
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	Proteobacteria	Oceanospirillales	Halomonadaceae	1.185E-06	F7_CM
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae	Actinobacteria	Actinomycetales	Corynebacteriaceae	0.000298189	F7_CM
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae	Tenericutes	Anaeroplasmatales	Anaeroplasmataceae	0.003311103	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	Firmicutes	Clostridiales	Mogibacteriaceae	0.005405643	F7_CM
Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae	Firmicutes	Clostridiales	Dehalobacteriaceae	0.000137352	F7_CM
Others	Others	Others	Others	0.255491637	F7_CM
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Bacteroidetes	Bacteroidales	Paraprevotellaceae	0.025245341	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Bacteroidetes	Bacteroidales	Prevotellaceae	0.068795412	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	Firmicutes	Clostridiales	Ruminococcaceae	0.139522651	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	Firmicutes	Clostridiales	Lachnospiraceae	0.046626022	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Bacteroidetes	Bacteroidales	Bacteroidaceae	0.087336164	F7_D25
Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	Spirochaetes	Sphaerochaetales	Sphaerochaetaceae	0.016019879	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Bacteroidetes	Bacteroidales	RF16	0.001945917	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae	Firmicutes	Clostridiales	Veillonellaceae	0.038327158	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Bacteroidetes	Bacteroidales	Porphyromonadaceae	0.020170506	F7_D25
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae	Spirochaetes	Spirochaetales	Spirochaetaceae	0.035521323	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	Firmicutes	Clostridiales	Clostridiaceae	0.017495641	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Bacteroidetes	Bacteroidales	S24-7	0.059508681	F7_D25
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	Firmicutes	Erysipelotrichales	Erysipelotrichaceae	0.041851624	F7_D25
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Proteobacteria	Enterobacteriales	Enterobacteriaceae	0.023529028	F7_D25
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	Firmicutes	Lactobacillales	Lactobacillaceae	0.044226808	F7_D25
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	Fusobacteria	Fusobacteriales	Fusobacteriaceae	0.031017922	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Bacteroidetes	Bacteroidales	Odoribacteraceae	0.010102615	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae	Firmicutes	Clostridiales	Christensenellaceae	0.016194756	F7_D25
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	Firmicutes	Lactobacillales	Streptococcaceae	0.001049389	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Bacteroidetes	Bacteroidales	BS11	0.003910958	F7_D25
Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	Verrucomicrobia	WCHB1-41	RFP12	0.001473246	F7_D25
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	Proteobacteria	Pasteurellales	Pasteurellaceae	0.001211936	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	Firmicutes	Clostridiales	Peptostreptococcaceae	0.001027498	F7_D25
Bacteria;Firmicutes;Bacilli;Turicibacterales;Turicibacteraceae	Firmicutes	Turicibacterales	Turicibacteraceae	0.000864069	F7_D25
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae	Actinobacteria	Actinomycetales	Microbacteriaceae	0.000106813	F7_D25
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	Firmicutes	Bacillales	Bacillaceae	0.000370891	F7_D25
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae	Firmicutes	Lactobacillales	Leuconostocaceae	1.53489E-05	F7_D25
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	Proteobacteria	Desulfovibrionales	Desulfovibrionaceae	0.006629228	F7_D25
Bacteria;Thermi;Deinococci;Thermales;Thermaceae	Thermi	Thermales	Thermaceae	0.00182539	F7_D25
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Proteobacteria	Campylobacterales	Campylobacteraceae	0.00922672	F7_D25
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Proteobacteria	Campylobacterales	Helicobacteraceae	0.003529373	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Bacteroidetes	Bacteroidales	p-2534-18B5	0.021610538	F7_D25
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Proteobacteria	Pseudomonadales	Pseudomonadaceae	5.95085E-05	F7_D25
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	Proteobacteria	Burkholderiales	Alcaligenaceae	0.002611457	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Bacteroidetes	Bacteroidales	Rikenellaceae	0.006514488	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae	Bacteroidetes	Bacteroidales	Barnesiellaceae	0.000234637	F7_D25
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	Verrucomicrobia	Verrucomicrobiales	Verrucomicrobiaceae	0.000287352	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Tissierellaceae	Firmicutes	Clostridiales	Tissierellaceae	8.52998E-05	F7_D25
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	Proteobacteria	Oceanospirillales	Halomonadaceae	0	F7_D25
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae	Actinobacteria	Actinomycetales	Corynebacteriaceae	0.000875518	F7_D25
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae	Tenericutes	Anaeroplasmatales	Anaeroplasmataceae	4.78081E-06	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	Firmicutes	Clostridiales	Mogibacteriaceae	0.008629873	F7_D25
Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae	Firmicutes	Clostridiales	Dehalobacteriaceae	0.000259674	F7_D25
Others	Others	Others	Others	0.204148565	F7_D25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Bacteroidetes	Bacteroidales	Paraprevotellaceae	0.044130425	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Bacteroidetes	Bacteroidales	Prevotellaceae	0.140440787	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	Firmicutes	Clostridiales	Ruminococcaceae	0.145760456	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	Firmicutes	Clostridiales	Lachnospiraceae	0.100466805	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Bacteroidetes	Bacteroidales	Bacteroidaceae	0.011002707	F7_D120
Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	Spirochaetes	Sphaerochaetales	Sphaerochaetaceae	0.026913945	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Bacteroidetes	Bacteroidales	RF16	0.016597954	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae	Firmicutes	Clostridiales	Veillonellaceae	0.026850332	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Bacteroidetes	Bacteroidales	Porphyromonadaceae	0.013744992	F7_D120
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae	Spirochaetes	Spirochaetales	Spirochaetaceae	0.075508901	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	Firmicutes	Clostridiales	Clostridiaceae	0.01743713	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Bacteroidetes	Bacteroidales	S24-7	0.027512401	F7_D120
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	Firmicutes	Erysipelotrichales	Erysipelotrichaceae	0.011480626	F7_D120
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Proteobacteria	Enterobacteriales	Enterobacteriaceae	0.001128134	F7_D120
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	Firmicutes	Lactobacillales	Lactobacillaceae	0.048173842	F7_D120
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	Fusobacteria	Fusobacteriales	Fusobacteriaceae	0.000136615	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Bacteroidetes	Bacteroidales	Odoribacteraceae	0.000142366	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae	Firmicutes	Clostridiales	Christensenellaceae	0.019296344	F7_D120
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	Firmicutes	Lactobacillales	Streptococcaceae	0.007113157	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Bacteroidetes	Bacteroidales	BS11	0.005584215	F7_D120
Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	Verrucomicrobia	WCHB1-41	RFP12	0.007631216	F7_D120
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	Proteobacteria	Pasteurellales	Pasteurellaceae	6.24393E-05	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	Firmicutes	Clostridiales	Peptostreptococcaceae	0.001474132	F7_D120
Bacteria;Firmicutes;Bacilli;Turicibacterales;Turicibacteraceae	Firmicutes	Turicibacterales	Turicibacteraceae	0.001041282	F7_D120
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae	Actinobacteria	Actinomycetales	Microbacteriaceae	5.63362E-06	F7_D120
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	Firmicutes	Bacillales	Bacillaceae	1.02109E-05	F7_D120
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae	Firmicutes	Lactobacillales	Leuconostocaceae	3.99048E-06	F7_D120
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	Proteobacteria	Desulfovibrionales	Desulfovibrionaceae	0.003037111	F7_D120
Bacteria;Thermi;Deinococci;Thermales;Thermaceae	Thermi	Thermales	Thermaceae	1.86614E-05	F7_D120
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Proteobacteria	Campylobacterales	Campylobacteraceae	0.004331906	F7_D120
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Proteobacteria	Campylobacterales	Helicobacteraceae	0.000686481	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Bacteroidetes	Bacteroidales	p-2534-18B5	0.008511001	F7_D120
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Proteobacteria	Pseudomonadales	Pseudomonadaceae	3.99048E-06	F7_D120
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	Proteobacteria	Burkholderiales	Alcaligenaceae	0.002172232	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Bacteroidetes	Bacteroidales	Rikenellaceae	0.000310201	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae	Bacteroidetes	Bacteroidales	Barnesiellaceae	1.17367E-07	F7_D120
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	Verrucomicrobia	Verrucomicrobiales	Verrucomicrobiaceae	0.00013908	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Tissierellaceae	Firmicutes	Clostridiales	Tissierellaceae	1.78398E-05	F7_D120
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	Proteobacteria	Oceanospirillales	Halomonadaceae	0	F7_D120
